Time,X
0.0,1.0
0.010101010101010102,1.0054251220035764
0.020202020202020204,1.0114167974481016
0.030303030303030304,1.012852558138389
0.04040404040404041,1.043131824650779
0.05050505050505051,1.0548318626016124
0.06060606060606061,1.0770427404932932
0.07070707070707072,1.0800074077470292
0.08080808080808081,1.0687060045914116
0.09090909090909091,1.0604528899423764
0.10101010101010102,1.0354786397859714
0.11111111111111112,1.0165708683563282
0.12121212121212122,1.0056461949002617
0.13131313131313133,0.976314981773709
0.14141414141414144,0.9953143677031798
0.15151515151515152,0.9978027538791804
0.16161616161616163,0.9817943014620847
0.17171717171717174,0.9918424350606763
0.18181818181818182,0.9856700369408451
0.19191919191919193,0.9602085674640896
0.20202020202020204,0.9525526902792119
0.21212121212121213,0.9803316916351442
0.22222222222222224,1.0000076501215172
0.23232323232323235,1.0436250899401107
0.24242424242424243,1.0571904712299482
0.25252525252525254,1.050661158776862
0.26262626262626265,1.0748808912578687
0.27272727272727276,1.0252521962194625
0.2828282828282829,1.0310954904629566
0.29292929292929293,1.0143940452509617
0.30303030303030304,1.0374369724781884
0.31313131313131315,1.0401513013179065
0.32323232323232326,1.0519027766104256
0.33333333333333337,1.0407555271880613
0.3434343434343435,1.0453190783332305
0.3535353535353536,1.0472337090907209
0.36363636363636365,1.0724352457131223
0.37373737373737376,1.0781181568960123
0.38383838383838387,1.072492601369195
0.393939393939394,1.0660361593161631
0.4040404040404041,1.064610241717537
0.4141414141414142,1.0195348348505087
0.42424242424242425,1.012180266081123
0.43434343434343436,1.0087796085500265
0.4444444444444445,0.9813612726536471
0.4545454545454546,0.9532166705883596
0.4646464646464647,0.9555074895000735
0.4747474747474748,0.9793171217779726
0.48484848484848486,1.01713239677091
0.494949494949495,1.026509966239612
0.5050505050505051,1.012985003311589
0.5151515151515152,1.0390785944146383
0.5252525252525253,1.0585659619267092
0.5353535353535354,1.0703101878486339
0.5454545454545455,1.0872908279716473
0.5555555555555556,1.113367880817738
0.5656565656565657,1.1013990970345253
0.5757575757575758,1.1085846992928228
0.5858585858585859,1.156335319047014
0.595959595959596,1.1811729561583868
0.6060606060606061,1.1554328467482269
0.6161616161616162,1.107445047138876
0.6262626262626263,1.1634629873870592
0.6363636363636365,1.1667101802188364
0.6464646464646465,1.1878091106739448
0.6565656565656566,1.2150839874126302
0.6666666666666667,1.240951193838197
0.6767676767676768,1.2227720438255993
0.686868686868687,1.2284155427286336
0.696969696969697,1.223302108895136
0.7070707070707072,1.1492811612920708
0.7171717171717172,1.158055872331073
0.7272727272727273,1.1544366999507154
0.7373737373737375,1.1764508910243614
0.7474747474747475,1.1762093989872333
0.7575757575757577,1.1843873238593454
0.7676767676767677,1.181040671001564
0.7777777777777778,1.1918258639764745
0.787878787878788,1.200122800075509
0.797979797979798,1.2029638469454687
0.8080808080808082,1.1827110050204923
0.8181818181818182,1.1390479081417817
0.8282828282828284,1.162550561862416
0.8383838383838385,1.149330523556411
0.8484848484848485,1.2004406426250287
0.8585858585858587,1.1874530906356318
0.8686868686868687,1.2042728463766024
0.8787878787878789,1.1591388162215617
0.888888888888889,1.1226838532509464
0.8989898989898991,1.1335083769812362
0.9090909090909092,1.1220854591005318
0.9191919191919192,1.1260121389006053
0.9292929292929294,1.1540375139570547
0.9393939393939394,1.1129803142899837
0.9494949494949496,1.0716227157592193
0.9595959595959597,1.0776211409731904
0.9696969696969697,1.0790332794581001
0.9797979797979799,1.0799394999281382
0.98989898989899,1.088384778189115
1.0,1.0995782358435857
